City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Mount Isa,AU,2022-10-03 02:21:01,-20.7333,139.5,91.17,18,89,9.22
296,Truro,GB,2022-10-03 02:21:01,50.2653,-5.0544,54.68,82,100,6.91
297,San Quintin,MX,2022-10-03 02:21:02,30.4833,-115.95,68.43,78,44,13.42
298,Okhotsk,RU,2022-10-03 02:21:02,59.3833,143.3,39.0,64,96,9.93
299,Luanda,AO,2022-10-03 02:21:02,-8.8368,13.2343,73.17,84,87,4.79
300,Granados,GT,2022-10-03 02:21:03,14.9152,-90.5216,70.03,97,73,2.01
301,Virginia Beach,US,2022-10-03 02:17:30,36.8529,-75.978,64.02,88,100,14.97
302,Oistins,BB,2022-10-03 02:21:03,13.0667,-59.5333,78.89,94,40,4.61
303,Huesca,ES,2022-10-03 02:21:04,42.1362,-0.4087,63.28,51,0,3.44
304,Mattru,SL,2022-10-03 02:21:04,7.6244,-11.8332,72.59,99,100,2.21
305,Nome,US,2022-10-03 02:21:04,64.5011,-165.4064,45.16,65,0,8.05
306,Sitrah,BH,2022-10-03 02:21:05,26.1547,50.6206,82.4,78,0,3.44
307,Kindu,CD,2022-10-03 02:21:05,-2.95,25.95,67.87,99,99,0.85
308,Ystad,SE,2022-10-03 02:21:05,55.4297,13.8204,52.54,93,3,12.82
309,Pitimbu,BR,2022-10-03 02:21:06,-7.4706,-34.8086,73.99,77,3,10.4
310,Kroya,ID,2022-10-03 02:21:06,-7.6331,109.2461,79.3,84,100,7.09
311,Avarua,CK,2022-10-03 02:21:06,-21.2078,-159.775,77.05,61,75,18.41
312,Wad Madani,SD,2022-10-03 02:21:07,14.4012,33.5199,83.86,47,55,8.01
313,Waverly,US,2022-10-03 02:21:07,42.7392,-84.6208,48.36,80,0,9.22
314,Port Lincoln,AU,2022-10-03 02:21:08,-34.7333,135.8667,63.07,61,100,11.5
315,Thinadhoo,MV,2022-10-03 02:21:08,0.5333,72.9333,82.27,68,99,16.84
316,Mananjary,MG,2022-10-03 02:21:08,-21.2167,48.3333,63.46,89,0,5.48
317,Flinders,AU,2022-10-03 02:21:09,-34.5833,150.8552,69.19,54,22,4.0
318,Qaqortoq,GL,2022-10-03 02:22:09,60.7167,-46.0333,35.02,75,39,1.81
319,Santa Rosa,PH,2022-10-03 02:22:10,14.3122,121.1114,80.1,75,100,10.76
320,Tirur,IN,2022-10-03 02:22:10,10.9,75.9167,76.19,90,100,4.45
321,Coahuayana,MX,2022-10-03 02:22:10,18.7333,-103.6833,75.27,98,100,2.46
322,Uthal,PK,2022-10-03 02:22:11,25.8072,66.6219,78.4,82,8,1.86
323,Marsh Harbour,BS,2022-10-03 02:22:11,26.5412,-77.0636,80.6,75,11,9.44
324,Vila Velha,BR,2022-10-03 02:22:11,-20.3297,-40.2925,75.15,89,75,4.61
325,Krutinka,RU,2022-10-03 02:22:12,56.0055,71.5113,30.67,77,1,9.82
326,Tikapur,NP,2022-10-03 02:22:12,28.5,81.1333,76.62,71,0,3.02
327,Sungaipenuh,ID,2022-10-03 02:18:51,-2.0833,101.3833,74.8,71,93,0.74
328,Gazi,GR,2022-10-03 02:22:13,35.3253,25.0669,73.6,64,20,14.97
329,Liverpool,GB,2022-10-03 02:18:29,53.4106,-2.9779,48.74,91,100,6.91
330,Penzance,GB,2022-10-03 02:22:13,50.1186,-5.5371,50.68,75,95,6.22
331,Airai,TL,2022-10-03 02:22:14,-8.9266,125.4092,70.83,69,99,0.92
332,Kryve Ozero,UA,2022-10-03 02:22:14,47.9524,30.3493,51.19,75,34,14.34
333,Adrar,MR,2022-10-03 02:22:15,20.5022,-10.0711,87.71,36,69,5.88
334,Rayachoti,IN,2022-10-03 02:22:15,14.05,78.75,76.46,78,71,5.7
335,Puerto Padre,CU,2022-10-03 02:22:15,21.195,-76.6028,75.83,93,100,3.22
336,Rio Branco,BR,2022-10-03 02:22:16,-9.9747,-67.81,77.61,94,40,2.3
337,Omaruru,NA,2022-10-03 02:22:16,-21.4333,15.9333,70.12,18,0,4.83
338,Kota Kinabalu,MY,2022-10-03 02:21:25,5.9749,116.0724,85.98,79,20,3.44
339,Rio Grande,BR,2022-10-03 02:22:17,-32.035,-52.0986,51.91,86,2,2.48
340,Gat,IL,2022-10-03 02:17:58,31.61,34.7642,75.4,66,0,5.75
341,Sorong,ID,2022-10-03 02:22:17,-0.8833,131.25,83.1,71,31,3.0
342,Sengiley,RU,2022-10-03 02:22:17,53.9622,48.7944,55.47,71,100,16.37
343,Garden City,US,2022-10-03 02:21:27,42.3256,-83.331,53.94,67,0,6.91
344,Tosya,TR,2022-10-03 02:22:18,41.0155,34.0401,51.66,84,14,3.13
345,Kruisfontein,ZA,2022-10-03 02:22:18,-34.0033,24.7314,57.24,82,0,15.75
346,Shubarshi,KZ,2022-10-03 02:22:19,48.5872,57.1869,41.47,23,0,8.75
347,San Miguelito,PA,2022-10-03 02:22:19,9.0333,-79.5,79.66,83,20,4.61
348,Ribeira Grande,PT,2022-10-03 02:22:20,38.5167,-28.7,71.65,87,25,9.86
349,Mariental,NA,2022-10-03 02:22:20,-24.6333,17.9667,70.16,17,70,10.31
350,Vardo,NO,2022-10-03 02:22:21,70.3705,31.1107,39.18,93,100,4.61
351,Hirara,JP,2022-10-03 02:22:21,24.8,125.2833,87.66,74,40,11.5
352,Praxedis Guerrero,MX,2022-10-03 02:22:21,31.3667,-106.0167,78.26,34,48,22.28
353,Huarmey,PE,2022-10-03 02:22:22,-10.0681,-78.1522,62.8,85,65,8.63
354,Moranbah,AU,2022-10-03 02:22:22,-22.0016,148.0466,80.87,47,75,13.76
355,Awjilah,LY,2022-10-03 02:21:46,29.1081,21.2869,71.85,59,0,13.8
356,Kiama,AU,2022-10-03 02:21:33,-34.6833,150.8667,69.39,54,17,7.27
357,Acapulco,MX,2022-10-03 02:18:19,16.8634,-99.8901,80.42,74,40,5.75
358,Porto Novo,BJ,2022-10-03 02:22:23,6.4965,2.6036,75.02,94,28,3.13
359,The Valley,AI,2022-10-03 02:22:23,18.217,-63.0578,82.81,77,74,12.68
360,Saint-Georges,GD,2022-10-03 02:19:33,12.0564,-61.7485,82.08,78,20,0.0
361,Grootfontein,NA,2022-10-03 02:22:24,-19.5667,18.1167,60.37,33,0,1.14
362,Petrovskoye,RU,2022-10-03 02:23:24,57.0104,39.2693,49.28,93,100,12.97
363,Erdenet,MN,2022-10-03 02:23:25,49.0333,104.0833,28.0,46,0,4.47
364,Tessalit,ML,2022-10-03 02:23:25,20.1986,1.0114,88.79,24,3,8.21
365,Allanridge,ZA,2022-10-03 02:23:25,-27.7543,26.6438,59.92,18,0,3.2
366,Kavaratti,IN,2022-10-03 02:23:26,10.5669,72.642,80.15,78,100,13.18
367,Huancavelica,PE,2022-10-03 02:23:26,-12.7667,-74.9833,40.08,80,100,4.03
368,Itupiranga,BR,2022-10-03 02:23:26,-5.1347,-49.3267,82.72,37,84,2.08
369,Leh,IN,2022-10-03 02:23:27,34.1667,77.5833,44.98,49,0,3.67
370,Teguldet,RU,2022-10-03 02:23:27,57.3064,88.1667,29.91,75,32,1.77
371,Palmer,US,2022-10-03 02:21:31,42.1584,-72.3287,49.24,65,75,6.91
372,Yeppoon,AU,2022-10-03 02:23:28,-23.1333,150.7333,74.98,69,32,15.88
373,Bolshoye Murashkino,RU,2022-10-03 02:23:28,55.7826,44.7754,56.32,93,100,11.43
374,Kasangulu,CD,2022-10-03 02:23:29,-4.5911,15.1708,70.74,90,100,1.43
375,Laguna,US,2022-10-03 02:23:29,38.421,-121.4238,78.78,55,0,9.22
376,Almeirim,BR,2022-10-03 02:23:29,-1.5233,-52.5817,77.85,69,23,3.74
377,Leshukonskoye,RU,2022-10-03 02:23:30,64.8989,45.7622,35.56,98,80,4.14
378,Olenegorsk,RU,2022-10-03 02:23:30,68.15,33.3,38.8,96,100,6.64
379,Turayf,SA,2022-10-03 02:23:30,31.6725,38.6637,64.65,48,0,9.22
380,Guiyang,CN,2022-10-03 02:21:46,26.5833,106.7167,77.49,65,75,20.13
381,Conde,BR,2022-10-03 02:23:31,-7.2597,-34.9075,72.86,94,20,3.44
382,Muisne,EC,2022-10-03 02:23:31,0.6,-80.0333,74.8,86,98,5.88
383,Bismarck,US,2022-10-03 02:20:45,46.8083,-100.7837,66.81,75,0,4.61
384,Bibiani,GH,2022-10-03 02:23:32,6.4635,-2.3194,70.0,100,100,0.43
385,Payo,ID,2022-10-03 02:23:32,-3.7508,103.6372,83.89,70,55,2.13
386,Malmesbury,ZA,2022-10-03 02:23:33,-33.4608,18.7271,57.78,91,95,2.51
387,Kahului,US,2022-10-03 02:21:36,20.8947,-156.47,80.62,86,75,17.27
388,Nautla,MX,2022-10-03 02:23:33,20.2167,-96.7833,76.08,74,40,4.34
389,Gravelbourg,CA,2022-10-03 02:23:02,49.8834,-106.5512,55.67,49,100,0.74
390,Clyde River,CA,2022-10-03 02:22:05,70.4692,-68.5914,26.83,74,0,3.44
391,Guano,EC,2022-10-03 02:23:34,-1.5833,-78.6333,49.66,92,99,4.88
392,Brownwood,US,2022-10-03 02:23:34,31.7093,-98.9912,69.12,38,0,9.01
393,Leningradskiy,RU,2022-10-03 02:23:34,69.3833,178.4167,30.22,87,100,3.87
394,Sur,OM,2022-10-03 02:23:35,22.5667,59.5289,78.71,77,1,6.4
395,Senador Jose Porfirio,BR,2022-10-03 02:23:35,-2.5908,-51.9542,79.86,66,84,2.91
396,Gualeguay,AR,2022-10-03 02:23:35,-33.1416,-59.3097,59.95,54,0,7.29
397,Bubaque,GW,2022-10-03 02:23:36,11.2833,-15.8333,81.36,76,78,9.17
398,Koulikoro,ML,2022-10-03 02:23:36,14.0,-7.75,75.15,79,89,7.29
399,Tual,ID,2022-10-03 02:23:37,-5.6667,132.75,82.83,74,21,10.18
400,Andenes,NO,2022-10-03 02:23:37,69.3143,16.1194,45.93,100,100,6.91
401,Iqaluit,CA,2022-10-03 02:23:37,63.7506,-68.5145,26.33,86,20,0.0
402,Krasnoyarsk,RU,2022-10-03 02:23:38,56.0097,92.7917,36.0,67,48,2.28
403,Gadag,IN,2022-10-03 02:21:11,15.4167,75.6167,71.15,87,14,8.68
404,Kurilsk,RU,2022-10-03 02:23:38,45.2333,147.8833,57.88,65,7,13.06
405,Port Hardy,CA,2022-10-03 02:23:39,50.6996,-127.4199,51.98,100,20,4.61
406,Vitim,RU,2022-10-03 02:23:39,59.4511,112.5578,32.31,82,100,6.96
407,Ancud,CL,2022-10-03 02:23:40,-41.8697,-73.8203,49.64,75,100,5.19
408,Namtsy,RU,2022-10-03 02:23:40,62.7161,129.6658,29.05,66,98,11.05
409,Darnah,LY,2022-10-03 02:23:40,32.767,22.6367,73.47,71,0,23.98
410,Morondava,MG,2022-10-03 02:23:41,-20.2833,44.2833,72.07,81,0,1.03
411,Luoyang,CN,2022-10-03 02:21:45,34.6836,112.4536,68.79,90,100,6.24
412,Hargeysa,SO,2022-10-03 02:24:05,9.56,44.065,71.33,56,33,13.78
413,Zaoyang,CN,2022-10-03 02:24:41,32.1272,112.7542,89.35,48,3,6.35
414,Barcelos,PT,2022-10-03 02:24:41,41.5388,-8.6151,64.85,53,1,5.06
415,Lavrentiya,RU,2022-10-03 02:24:42,65.5833,-171.0,39.42,72,19,12.33
416,Antofagasta,CL,2022-10-03 02:24:42,-23.65,-70.4,58.28,71,42,4.0
417,Sinegorye,RU,2022-10-03 02:24:43,62.0788,150.477,21.04,89,100,4.56
418,Berdigestyakh,RU,2022-10-03 02:24:43,62.0989,126.6992,29.28,54,80,8.81
419,Port-Gentil,GA,2022-10-03 02:24:44,-0.7193,8.7815,77.58,85,100,9.31
420,Saint-Joseph,RE,2022-10-03 02:24:44,-21.3667,55.6167,64.78,77,34,5.64
421,La Sarre,CA,2022-10-03 02:24:45,48.8002,-79.1996,37.15,59,100,4.85
422,Chilca,PE,2022-10-03 02:24:45,-12.5211,-76.7372,61.09,88,98,7.58
423,Alofi,NU,2022-10-03 02:24:45,-19.0595,-169.9187,80.49,54,12,14.97
424,Kirakira,SB,2022-10-03 02:24:46,-10.4544,161.9205,84.45,72,100,5.95
425,Wencheng,CN,2022-10-03 02:24:46,33.0559,113.7978,77.13,77,97,6.76
426,Saint-Augustin,CA,2022-10-03 02:24:47,51.226,-58.6502,38.23,57,1,9.64
427,Los Llanos De Aridane,ES,2022-10-03 02:24:47,28.6585,-17.9182,68.13,64,75,9.22
428,Ternate,ID,2022-10-03 02:24:47,0.8,127.4,85.24,63,57,1.21
429,Buin,CL,2022-10-03 02:24:48,-33.7333,-70.75,69.12,87,2,2.89
430,Karakol,KG,2022-10-03 02:24:48,42.4907,78.3936,49.01,42,0,1.97
431,Qandala,SO,2022-10-03 02:24:48,11.472,49.8728,85.64,54,39,7.07
432,Vyartsilya,RU,2022-10-03 02:24:49,62.1764,30.693,42.62,100,76,2.93
433,Cayenne,GF,2022-10-03 02:24:49,4.9333,-52.3333,77.04,94,0,0.0
434,Lashio,MM,2022-10-03 02:24:50,22.9333,97.75,70.39,97,100,1.41
435,Ventspils,LV,2022-10-03 02:24:50,57.3894,21.5606,44.53,100,0,5.75
436,Erzin,TR,2022-10-03 02:24:50,36.9559,36.2,71.83,86,58,1.88
437,Cootamundra,AU,2022-10-03 02:24:10,-34.65,148.0333,62.94,60,100,5.55
438,Talnakh,RU,2022-10-03 02:24:51,69.4865,88.3972,31.21,94,100,13.06
439,Makakilo City,US,2022-10-03 02:24:51,21.3469,-158.0858,80.92,79,75,9.22
440,Umba,RU,2022-10-03 02:24:51,66.6871,34.3429,41.88,93,98,6.89
441,Dingle,PH,2022-10-03 02:24:52,10.9995,122.6711,85.68,74,90,7.83
442,Teruel,ES,2022-10-03 02:24:52,40.6667,-0.6667,55.06,33,13,0.83
443,Chikhli,IN,2022-10-03 02:24:53,20.35,76.25,71.26,87,98,10.18
444,Te Anau,NZ,2022-10-03 02:24:53,-45.4167,167.7167,47.86,70,74,4.36
445,Bonavista,CA,2022-10-03 02:24:53,48.6499,-53.1147,45.36,66,47,13.96
446,Mega,ET,2022-10-03 02:24:54,4.05,38.3,55.53,78,99,13.78
447,Zhangye,CN,2022-10-03 02:24:54,38.9342,100.4517,47.43,17,86,5.39
448,Olinda,BR,2022-10-03 02:24:54,-8.0089,-34.8553,78.53,65,20,5.75
449,Goderich,CA,2022-10-03 02:24:55,43.7501,-81.7165,46.9,76,0,9.22
450,Yingcheng,CN,2022-10-03 02:24:55,30.95,113.55,95.49,39,0,16.17
451,Launceston,AU,2022-10-03 02:24:55,-41.45,147.1667,62.62,59,75,8.05
452,Basoko,CD,2022-10-03 02:24:56,1.2391,23.616,70.23,95,100,1.97
453,Portland,US,2022-10-03 02:21:55,45.5234,-122.6762,80.53,53,0,1.99
454,Ca Mau,VN,2022-10-03 02:24:15,9.1769,105.15,81.05,80,100,4.74
455,Hambantota,LK,2022-10-03 02:24:56,6.1241,81.1185,82.74,78,40,12.66
456,Madras,IN,2022-10-03 02:24:57,13.0878,80.2785,85.98,66,75,10.36
457,Sao Jose Da Coroa Grande,BR,2022-10-03 02:24:57,-8.8978,-35.1478,73.96,77,9,8.52
458,Meulaboh,ID,2022-10-03 02:25:57,4.1363,96.1285,79.48,78,89,2.91
459,Muncar,ID,2022-10-03 02:25:58,-8.4333,114.3333,81.27,81,84,5.41
460,Kungurtug,RU,2022-10-03 02:25:58,50.5994,97.5228,24.31,36,0,0.92
461,Sidney,AU,2022-10-03 02:25:18,-33.8679,151.2073,68.56,54,40,11.5
462,Gazanjyk,TM,2022-10-03 02:25:59,39.2446,55.5154,53.49,15,2,14.23
463,Artyom,AZ,2022-10-03 02:25:59,40.4723,50.333,73.54,65,57,22.59
464,Batemans Bay,AU,2022-10-03 02:26:00,-35.7167,150.1833,63.1,52,77,8.75
465,Shitkino,RU,2022-10-03 02:26:00,56.3703,98.3543,29.91,86,100,7.27
466,Kraskino,RU,2022-10-03 02:26:00,42.7114,130.7794,63.46,87,96,9.08
467,Kokopo,PG,2022-10-03 02:26:01,-4.352,152.2633,87.53,56,11,11.45
468,Chifeng,CN,2022-10-03 02:26:01,42.2683,118.9636,35.76,90,100,19.35
469,Geraldton,AU,2022-10-03 02:26:02,-28.7667,114.6,72.01,46,1,11.5
470,Paamiut,GL,2022-10-03 02:26:02,61.994,-49.6678,34.68,66,62,6.15
471,Roald,NO,2022-10-03 02:26:02,62.5833,6.1333,54.16,82,75,17.27
472,Riverton,US,2022-10-03 02:21:45,40.5219,-111.9391,65.3,51,0,6.91
473,Tura,IN,2022-10-03 02:26:03,25.5198,90.2201,73.67,97,99,3.02
474,Ughelli,NG,2022-10-03 02:26:03,5.4899,6.0074,72.37,97,100,1.54
475,Severo-Kurilsk,RU,2022-10-03 02:26:04,50.6789,156.125,48.94,66,99,12.46
476,Krasnogorsk,RU,2022-10-03 02:26:04,55.8225,37.3181,59.45,100,100,15.66
477,Pangody,RU,2022-10-03 02:26:05,65.85,74.4859,34.12,75,100,15.88
478,Yar-Sale,RU,2022-10-03 02:26:05,66.8333,70.8333,36.09,81,100,14.05
479,Laibin,CN,2022-10-03 02:26:05,23.7,109.2667,84.83,67,3,4.32
480,Bonnyville,CA,2022-10-03 02:23:12,54.2668,-110.735,64.2,56,7,8.57
481,Bida,NG,2022-10-03 02:26:06,9.0833,6.0167,73.56,94,89,2.84
482,Mayo,US,2022-10-03 02:26:06,38.8876,-76.5119,54.12,93,100,8.01
483,Necochea,AR,2022-10-03 02:26:07,-38.5473,-58.7368,42.08,84,49,8.05
484,Grand Gaube,MU,2022-10-03 02:22:09,-20.0064,57.6608,70.38,68,64,3.0
485,Pithapuram,IN,2022-10-03 02:26:07,17.1167,82.2667,84.52,81,100,3.38
486,Glyadyanskoye,RU,2022-10-03 02:26:08,54.9075,65.0883,34.14,46,47,8.05
487,Daru,PG,2022-10-03 02:26:08,-9.0763,143.2092,83.1,78,44,12.39
488,Leiyang,CN,2022-10-03 02:26:08,26.4024,112.8591,92.73,44,0,7.43
489,Yatou,CN,2022-10-03 02:26:09,37.15,122.3833,67.57,90,90,4.52
490,Marabba,SD,2022-10-03 02:26:09,12.35,32.1833,80.62,55,8,7.83
491,Punta Alta,AR,2022-10-03 02:26:10,-38.8759,-62.0736,48.69,71,100,16.62
492,Turan,VN,2022-10-03 02:26:10,16.0678,108.2208,84.18,79,40,3.44
493,Ugra,RU,2022-10-03 02:26:10,54.7777,34.3267,56.01,97,100,9.19
494,Ahipara,NZ,2022-10-03 02:26:11,-35.1667,173.1667,61.03,85,65,13.18
495,Penticton,CA,2022-10-03 02:25:34,49.4806,-119.5858,68.74,62,0,4.61
496,Port Hedland,AU,2022-10-03 02:26:11,-20.3167,118.5667,80.65,61,0,11.5
497,Guantanamo,CU,2022-10-03 02:26:12,20.1444,-75.2092,78.37,89,99,1.79
498,Podujevo,XK,2022-10-03 02:26:12,42.9106,21.1931,51.4,86,46,2.68
499,Sheoganj,IN,2022-10-03 02:26:12,25.15,73.0667,76.48,70,0,2.37
500,Gravdal,NO,2022-10-03 02:27:13,68.1214,13.5031,51.03,87,100,13.42
501,Puerto Escondido,MX,2022-10-03 02:27:13,15.85,-97.0667,81.43,61,40,0.0
502,Vostok,RU,2022-10-03 02:27:14,46.4856,135.8833,65.01,51,92,7.9
503,Santa Cruz,BO,2022-10-03 02:27:14,-17.8,-63.1667,78.26,53,100,10.36
504,Sorland,NO,2022-10-03 02:27:14,67.667,12.6934,51.66,86,100,19.42
505,Miranda,CO,2022-10-03 02:27:15,3.2499,-76.2281,73.53,77,53,5.35
506,Novo Aripuana,BR,2022-10-03 02:27:15,-5.1206,-60.3797,75.29,80,91,1.72
507,Cuiluan,CN,2022-10-03 02:27:16,47.72,128.648,37.15,99,100,5.79
508,Kondinskoye,RU,2022-10-03 02:27:16,59.6481,67.41,40.39,59,100,15.77
509,Esso,RU,2022-10-03 02:27:16,55.9333,158.7,38.84,60,100,4.7
510,Estelle,US,2022-10-03 02:27:17,29.8458,-90.1067,78.8,54,0,4.61
511,San Mateo Del Mar,MX,2022-10-03 02:27:17,16.2,-95.0,79.86,68,88,29.71
512,Sungairaya,ID,2022-10-03 02:25:48,0.7,108.9,81.68,77,100,2.51
513,Axim,GH,2022-10-03 02:26:52,4.8699,-2.2405,74.98,92,99,3.65
514,Darab,IR,2022-10-03 02:27:18,28.7519,54.5444,71.8,52,0,1.92
515,Nelson Bay,AU,2022-10-03 02:23:01,-32.7167,152.15,66.25,67,43,1.99
516,Lata,PT,2022-10-03 02:27:19,40.1629,-8.3327,63.21,39,24,4.27
517,Wodonga,AU,2022-10-03 02:27:19,-36.1167,146.8833,62.65,63,100,4.88
518,Prince Rupert,CA,2022-10-03 02:25:25,54.3161,-130.3201,53.29,91,0,4.61
519,Walvis Bay,NA,2022-10-03 02:22:55,-22.9575,14.5053,55.09,90,3,7.76
520,Samarai,PG,2022-10-03 02:27:20,-10.6167,150.6667,82.42,78,79,10.02
521,Mabaruma,GY,2022-10-03 02:27:20,8.2,-59.7833,77.0,87,100,2.73
522,Igrim,RU,2022-10-03 02:27:21,63.1906,64.4162,37.6,84,100,11.1
523,Amapa,BR,2022-10-03 02:27:21,1.0,-52.0,74.34,83,36,3.22
524,Saint-Francois,FR,2022-10-03 02:27:21,46.4154,3.9054,58.44,94,100,4.61
525,Dunmore Town,BS,2022-10-03 02:27:22,25.5,-76.65,82.06,70,4,3.4
526,Sibolga,ID,2022-10-03 02:27:22,1.7427,98.7792,81.05,76,99,0.16
527,Sobolevo,RU,2022-10-03 02:27:22,54.4299,31.8996,46.35,97,100,12.19
528,Ankang,CN,2022-10-03 02:27:23,32.68,109.0172,74.25,88,100,7.56
529,Danane,CI,2022-10-03 02:27:23,7.2596,-8.155,70.18,100,100,0.69
530,Beloha,MG,2022-10-03 02:27:24,-25.1667,45.05,64.69,71,0,5.41
531,Altamira,BR,2022-10-03 02:27:24,-3.2033,-52.2064,78.75,64,71,0.49
532,Kabakovo,RU,2022-10-03 02:27:25,54.5369,56.1517,48.49,43,0,11.18
533,Asfi,MA,2022-10-03 02:27:25,32.2994,-9.2372,71.6,65,0,4.41
534,Binzhou,CN,2022-10-03 02:27:25,37.3667,118.0167,67.93,94,100,10.74
535,Silver City,US,2022-10-03 02:27:26,32.7701,-108.2803,64.69,58,0,6.91
536,Rong Kwang,TH,2022-10-03 02:27:26,18.339,100.3174,78.28,97,100,0.92
537,Dasoguz,TM,2022-10-03 02:27:26,41.8363,59.9666,37.35,52,0,9.22
538,Malkara,TR,2022-10-03 02:27:27,40.89,26.9011,56.98,56,0,4.07
539,Cetraro,IT,2022-10-03 02:27:27,39.5166,15.9416,65.07,87,88,7.23
540,Teya,RU,2022-10-03 02:27:28,60.3778,92.6267,31.28,77,100,5.57
541,Puerto El Triunfo,SV,2022-10-03 02:27:28,13.2833,-88.55,78.44,84,100,0.65
542,Henties Bay,NA,2022-10-03 02:23:00,-22.116,14.2845,54.9,92,1,4.7
543,Svetlyy,RU,2022-10-03 02:27:28,54.675,20.1347,54.97,90,97,13.62
544,Ahuimanu,US,2022-10-03 02:27:29,21.4447,-157.8378,82.11,82,100,9.22
545,Kencong,ID,2022-10-03 02:28:29,-8.2833,113.3667,80.69,80,100,4.56
546,Qasigiannguit,GL,2022-10-03 02:28:30,68.8193,-51.1922,32.25,93,99,4.79
547,Xuddur,SO,2022-10-03 02:28:30,4.1213,43.8894,69.12,78,86,13.35
548,Ninotsminda,GE,2022-10-03 02:28:30,41.2646,43.5916,46.33,63,51,2.37
549,Nouadhibou,MR,2022-10-03 02:28:31,20.931,-17.0347,73.38,64,0,10.36
550,Chunskiy,RU,2022-10-03 02:28:31,56.0815,99.6342,29.55,79,100,7.63
